s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA1	T1491	Judith and the Head of Holofernes is a 20th century work of art.	E	T1491_mod_6	Judith and the Head of Holofernes is a 20th century work of art.	C
0	IA0	T277	Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza was married before becoming 'active' in her careers.	C	T277_mod_5	Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza was married before becoming 'active' in her careers.	E
0	IA1	T1592	The film Joy was released by Disney.	C	T1592_mod_5	The film Joy was released by Disney.	E
0	IA1	T331	Bryan Adams is a Canadian Pop Singer.	E	T331_mod_2	Bryan Adams is a Canadian Pop Singer.	C
0	IA1	T1768	Iced Earth stopped performing in the 1990s.	C	T1768_mod_6	Iced Earth stopped performing in the 1990s.	E
0	IA0	T400	Jordan Haworth Peele was educated at Sarah Lawrence College.	E	T400_mod_4	Jordan Haworth Peele was educated at Sarah Lawrence College.	C
0	IA1	T207	Burn Energy was made by the same company that makes Monster.	E	T207_mod_5	Burn Energy was made by the same company that makes Monster.	C
0	IA1	T543	India faced Pakistan in a five day match in 1999.	E	T543_mod_5	India faced Pakistan in a five day match in 1999.	C
0	IA0	T741	David Duchovny went to college in the USA.	E	T741_mod_5	David Duchovny went to college in the USA.	C
0	IA0	T667	Crimson Peak made $19.7 million in profit after it's box office run completed.	E	T667_mod_3	Crimson Peak made $19.7 million in profit after it's box office run completed.	C
0	IA1	T207	Burn energy came in a chocolate flavor.	C	T207_mod_6	Burn energy came in a chocolate flavor.	E
0	IA1	T667	Crimson Peak made a significant profit at the box office.	C	T667_mod_4	Crimson Peak made a significant profit at the box office.	E
0	IA1	T491	Cory Monteith started as a teenage actor.	C	T491_mod_3	Cory Monteith started as a teenage actor.	E
0	IA0	T729	David Byrne moved to the United States.	E	T729_mod_3	David Byrne moved to the United States.	C
0	IA0	T758	The bull Code Blue weighed under a ton.	E	T758_mod_4	The bull Code Blue weighed under a ton.	C
0	IA0	T1031	Case Closed ran for 6 months before the publication ceased.	C	T1031_mod_4	Case Closed ran for 6 months before the publication ceased.	E
0	IA0	T1477	Kanye West was born in the same state in which he now lives.	C	T1477_mod_4	Kanye West was born in the same state in which he now lives.	E
0	IA0	T822	Columbus, Georgia was founded in the second half of the nineteenth century.	C	T822_mod_3	Columbus, Georgia was founded in the second half of the nineteenth century.	E
0	IA1	T1626	Jim Croce was 56 when he died.	C	T1626_mod_3	Jim Croce was 56 when he died.	E
0	IA0	T848	Dear White People wound up losing money at the box office.	C	T848_mod_3	Dear White People wound up losing money at the box office.	E
0	IA0	T749	The comic Crossed was a super hero comic.	C	T749_mod_6	The comic Crossed was a super hero comic.	E
0	IA1	T848	Dear White People premiered at Sundance after its U.S. premier.	C	T848_mod_4	Dear White People premiered at Sundance after its U.S. premier.	E
0	IA0	T791	Colectiv nightclub fire raged for hours and destroyed other businesses.	C	T791_mod_4	Colectiv nightclub fire raged for hours and destroyed other businesses.	E
0	IA0	T1134	Caravan Palace is located in Paris, France and is active from 2008.	E	T1134_mod_3	Caravan Palace is located in Paris, France and is active from 2008.	C
0	IA0	T286	Fˆn B_ngb_ng was born in 1981.	E	T286_mod_6	Fˆn B_ngb_ng was born in 1981.	C
0	IA0	T1265	Brian May has been active for over 50 years.	E	T1265_mod_4	Brian May has been active for over 50 years.	C
0	IA1	T332	Jay Park has been a musician since they were 21 years old.	E	T332_mod_6	Jay Park has been a musician since they were 21 years old.	C
0	IA1	T1406	Kazakh Khanate has had more than six different Capitals.	C	T1406_mod_2	Kazakh Khanate has had more than six different Capitals.	E
0	IA1	T793	Colin Farrell has an uncle with the same last name as him.	C	T793_mod_3	Colin Farrell has an uncle with the same last name as him.	E
0	IA0	T1406	Kazakh Khanate had the capital moved several times.	E	T1406_mod_3	Kazakh Khanate had the capital moved several times.	C
0	IA1	T828	Lonnie Corant Jaman Shuka collaborated with at least one known rapper.	E	T828_mod_3	Lonnie Corant Jaman Shuka collaborated with at least one known rapper.	C
0	IA0	T1449	Kareem Abdul-Jabbar was a first round pick for basketball.	E	T1449_mod_4	Kareem Abdul-Jabbar was a first round pick for basketball.	C
0	IA0	T828	Lonnie Corant Jaman Shuka never worked wirh R'n'B artists.	C	T828_mod_4	Lonnie Corant Jaman Shuka never worked wirh R'n'B artists.	E
0	IA0	T1449	Kareem Abdul-Jabbar went to college in the 1960s.	E	T1449_mod_5	Kareem Abdul-Jabbar went to college in the 1960s.	C
0	IA1	T1502	Karl Ferdinand Braun died in the same century that he was born in.	C	T1502_mod_1	Karl Ferdinand Braun died in the same century that he was born in.	E
0	IA0	T885	Caracas lowest point is below sea level.	C	T885_mod_5	Caracas lowest point is below sea level.	E
0	IA0	T1600	K?roly Zipernowsky was born as Carl Zipernowsky in 1853.	E	T1600_mod_3	K?roly Zipernowsky was born as Carl Zipernowsky in 1853.	C
0	IA0	T1148	Britney Spears is an American singer songwriter.	E	T1148_mod_5	Britney Spears is an American singer songwriter.	C
0	IA0	T1600	K?roly Zipernowsky died where he was born.	C	T1600_mod_4	K?roly Zipernowsky died where he was born.	E
0	IA0	T1659	The Australian release of Jungle was late in 2017.	E	T1659_mod_3	The Australian release of Jungle was late in 2017.	C
0	IA1	T1148	Britney Spears was born in the South of the United States.	E	T1148_mod_6	Britney Spears was born in the South of the United States.	C
0	IA1	T1696	Jethro Tull has only been on one label.	C	T1696_mod_1	Jethro Tull has only been on one label.	E
0	IA1	T1456	Jupiter has a very high eccentricity.	C	T1456_mod_6	Jupiter has a very high eccentricity.	E
0	IA0	T1696	Jethro Tull is a British band.	E	T1696_mod_2	Jethro Tull is a British band.	C
0	IA0	T1601	The band Jimmy Eat World has only been on 2 labels over their music career.	C	T1601_mod_6	The band Jimmy Eat World has only been on 2 labels over their music career.	E
0	IA0	T1788	Issa Album was produced solely by Wheezy.	C	T1788_mod_2	Issa Album was produced solely by Wheezy.	E
0	IA1	T1702	Kas came in over 10 flavours.	C	T1702_mod_5	Kas came in over 10 flavours.	E
0	IA1	T1917	The speaker and chief justice of Republic of Iraq are the same person.	C	T1917_mod_2	The speaker and chief justice of Republic of Iraq are the same person.	E
0	IA1	T17	Bryce Dallas Howard was born in the Fall of 1981.	C	T17_mod_4	Bryce Dallas Howard was born in the Fall of 1981.	E
0	IA1	T306	Europe started in 1979 and been making music uninterrupted since.	C	T306_mod_3	Europe started in 1979 and been making music uninterrupted since.	E
0	IA0	T778	Crystal Head Vodka is more than half alcohol by volume.	C	T778_mod_2	Crystal Head Vodka is more than half alcohol by volume.	E
0	IA1	T146	Jeff Bridges was born in the Winter of 1949.	E	T146_mod_3	Jeff Bridges was born in the Winter of 1949.	C
0	IA1	T310	The town of Christchurch has only one main ward.	C	T310_mod_4	The town of Christchurch has only one main ward.	E
0	IA1	T277	Charo is a Spanish entertainer.	E	T277_mod_6	Charo is a Spanish entertainer.	C
0	IA1	T370	Everclear have been performing grunge music for over thirty years.	C	T370_mod_5	Everclear have been performing grunge music for over thirty years.	E
0	IA0	T331	Bryan Adams was born in Hamilton in Ontario.	C	T331_mod_3	Bryan Adams was born in Hamilton in Ontario.	E
0	IA0	T331	Bryan Adams has been active since his twenties.	C	T331_mod_4	Bryan Adams has been active since his twenties.	E
0	IA0	T400	Jordan Peele did not ever go to college.	C	T400_mod_5	Jordan Peele did not ever go to college.	E
0	IA0	T543	India's biggest single match drew 465,000 over five days.	E	T543_mod_6	India's biggest single match drew 465,000 over five days.	C
0	IA0	T667	Crimson Peak premiered in the winter of 2015.	C	T667_mod_5	Crimson Peak premiered in the winter of 2015.	E
0	IA1	T491	Cory Monteith started his career at 2013	C	T491_mod_4	Cory Monteith started his career at 2013	E
0	IA0	T758	Code Blue weighs a ton.	C	T758_mod_5	Code Blue weighs a ton.	E
0	IA0	T491	Cory Monteith died in western Canada.	E	T491_mod_5	Cory Monteith died in western Canada.	C
0	IA0	T792	David Ronald de Mey Warren was born in the spring of 1925.	E	T792_mod_5	David Ronald de Mey Warren was born in the spring of 1925.	C
0	IA0	T709	Crack-Up took roughly half a year to finish recording.	E	T709_mod_5	Crack-Up took roughly half a year to finish recording.	C
0	IA1	T792	David Ronald de Mey Warren built a machine that goes in planes.	E	T792_mod_6	David Ronald de Mey Warren built a machine that goes in planes.	C
0	IA1	T785	Ctrl took just weeks to record in 2016.	C	T785_mod_6	Ctrl took just weeks to record in 2016.	E
0	IA0	T822	Columbus, Georgia was founded in the 19th century.	E	T822_mod_4	Columbus, Georgia was founded in the 19th century.	C
0	IA1	T799	Colin Kaepernick is an NFL football player with over 10,000 passing yards.	E	T799_mod_6	Colin Kaepernick is an NFL football player with over 10,000 passing yards.	C
0	IA1	T822	Columbus, Georgia was not named for Christopher.	C	T822_mod_5	Columbus, Georgia was not named for Christopher.	E
0	IA0	T1017	Casablanca was released in the U.S. two months after deputing at the Hollywood Theatre.	E	T1017_mod_4	Casablanca was released in the U.S. two months after deputing at the Hollywood Theatre.	C
0	IA0	T1473	Jimson Weed is located in the capital of Indiana.	E	T1473_mod_5	Jimson Weed is located in the capital of Indiana.	C
0	IA0	T848	Dear White People was written and directed by the same person.	E	T848_mod_5	Dear White People was written and directed by the same person.	C
0	IA0	T1516	Justice League Dark had a team that wrote the music.	C	T1516_mod_6	Justice League Dark had a team that wrote the music.	E
0	IA0	T982	The Republic of Chile is a Spanish speaking country with a capital city of Santiago.	E	T982_mod_5	The Republic of Chile is a Spanish speaking country with a capital city of Santiago.	C
0	IA1	T1618	Jupiter and Io is housed in a private collection.	C	T1618_mod_5	Jupiter and Io is housed in a private collection.	E
0	IA1	T1134	www.caravanpalace.com is not the official website of Caravan Palace.	C	T1134_mod_4	www.caravanpalace.com is not the official website of Caravan Palace.	E
0	IA0	T1265	Brian May was born in the Winter of 1947.	C	T1265_mod_5	Brian May was born in the Winter of 1947.	E
0	IA0	T440	Republic of Chile legislature is composed of two chambers.	E	T440_mod_6	Republic of Chile legislature is composed of two chambers.	C
0	IA1	T761	Code Orange has been performing for over 15 years under Death Row records.	C	T761_mod_6	Code Orange has been performing for over 15 years under Death Row records.	E
0	IA0	T1406	Kazakh Khanate lasted for over 500 years.	C	T1406_mod_4	Kazakh Khanate lasted for over 500 years.	E
0	IA0	T793	Farrell has a brother named Tommy.	C	T793_mod_4	Farrell has a brother named Tommy.	E
0	IA0	T1600	K?roly Zipernowsky was known by another name.	E	T1600_mod_5	K?roly Zipernowsky was known by another name.	C
0	IA0	T828	The musician Common has been performing for 30 years.	C	T828_mod_5	The musician Common has been performing for 30 years.	E
0	IA0	T1659	The movie Jungle has a run time over two hours long.	C	T1659_mod_4	The movie Jungle has a run time over two hours long.	E
0	IA0	T885	Caracas at its highest point is a mile above sea-level.	C	T885_mod_6	Caracas at its highest point is a mile above sea-level.	E
0	IA0	T1412	Johnny the Homicidal Maniac is a action comic.	C	T1412_mod_6	Johnny the Homicidal Maniac is a action comic.	E
0	IA0	T1659	The movie Jungle had the same screenwriter and director.	C	T1659_mod_5	The movie Jungle had the same screenwriter and director.	E
0	IA0	T29	Bullet for My Valentine are a band from Europe.	E	T29_mod_6	Bullet for My Valentine are a band from Europe.	C
0	IA1	T1696	Jethro Tull took a break in their career.	E	T1696_mod_3	Jethro Tull took a break in their career.	C
0	IA0	T154	Charlie Sheen has been acting for over 50 years.	C	T154_mod_6	Charlie Sheen has been acting for over 50 years.	E
0	IA0	T1696	Jethro Tull took a five year hiatus during the 2010's.	E	T1696_mod_4	Jethro Tull took a five year hiatus during the 2010's.	C
0	IA0	T829	Commonwealth of the Philippines was controlled by the United States.	E	T829_mod_5	Commonwealth of the Philippines was controlled by the United States.	C
0	IA1	T1788	Issa Album was released less than three years ago.	E	T1788_mod_3	Issa Album was released less than three years ago.	C
0	IA0	T1287	The American Automobile Association provides roadside assistance and sells maps.	E	T1287_mod_4	The American Automobile Association provides roadside assistance and sells maps.	C
0	IA1	T1917	People speak two main languages in Republic of Iraq.	E	T1917_mod_3	People speak two main languages in Republic of Iraq.	C
0	IA1	T1002	Catalonia has 16.5% of senators.	E	T1002_mod_6	Catalonia has 16.5% of senators.	C
0	IA0	T1508	No one has been able to drink Josta since 1997	C	T1508_mod_6	No one has been able to drink Josta since 1997	E
0	IA1	T1917	The President and Prime Minister of the Republic of Iraq are the same person.	C	T1917_mod_4	The President and Prime Minister of the Republic of Iraq are the same person.	E
0	IA0	T1557	Jerusalem split in the 1900s.	E	T1557_mod_5	Jerusalem split in the 1900s.	C
0	IA0	T146	Jeff Bridges has had five children.	C	T146_mod_4	Jeff Bridges has had five children.	E
0	IA0	T64	The longest side of Equestrian Portrait of Charles I measures less than 11 feet long.	C	T64_mod_4	The longest side of Equestrian Portrait of Charles I measures less than 11 feet long.	E
0	IA1	T64	Equestrian Portrait of Charles I is located in England.	E	T64_mod_5	Equestrian Portrait of Charles I is located in England.	C
0	IA1	T331	Bryan Adams was originally born in Canada in the winter of 1959.	E	T331_mod_5	Bryan Adams was originally born in Canada in the winter of 1959.	C
0	IA1	T778	Crystal Head Vodka is known for having a pink color.	C	T778_mod_3	Crystal Head Vodka is known for having a pink color.	E
0	IA0	T400	Jordan Haworth Peele was married before becoming 'active' in show business.	C	T400_mod_6	Jordan Haworth Peele was married before becoming 'active' in show business.	E
0	IA0	T778	Crystal Head Vodka cannot be seen through.	C	T778_mod_4	Crystal Head Vodka cannot be seen through.	E
0	IA1	T435	Children of Bodom has been playing since the 90s.	E	T435_mod_4	Children of Bodom has been playing since the 90s.	C
0	IA0	T435	Children of Bodom are from southern Europe.	C	T435_mod_5	Children of Bodom are from southern Europe.	E
0	IA0	T416	Johnny Depp is an American actor born in Kentucky that lives in Los Angeles.	E	T416_mod_5	Johnny Depp is an American actor born in Kentucky that lives in Los Angeles.	C
0	IA0	T667	Crimson Peak is just slightly under two hours long.	E	T667_mod_6	Crimson Peak is just slightly under two hours long.	C
0	IA0	T745	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was completed in under an hour.	C	T745_mod_5	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was completed in under an hour.	E
0	IA0	T1265	Brian May did not win any award in 2005.	C	T1265_mod_6	Brian May did not win any award in 2005.	E
0	IA1	T840	Dead Can Dance has broken up in in the past.	E	T840_mod_5	Dead Can Dance has broken up in in the past.	C
0	IA1	T1443	Karachi is a city comprised of multiple districts.	E	T1443_mod_5	Karachi is a city comprised of multiple districts.	C
0	IA0	T1406	Kazakh Khanate was established in the 14th century.	C	T1406_mod_5	Kazakh Khanate was established in the 14th century.	E
0	IA1	T1702	Kas was originally made in Europe.	E	T1702_mod_6	Kas was originally made in Europe.	C
0	IA0	T1502	Karl Ferdinand Braun was born and died in the same country.	C	T1502_mod_2	Karl Ferdinand Braun was born and died in the same country.	E
0	IA1	T274	Fawad Khan is a very famous model and actor not only just a musician.	E	T274_mod_5	Fawad Khan is a very famous model and actor not only just a musician.	C
0	IA1	T1502	The Summer months of 1850 are when Karl Ferdinand Braun was born.	E	T1502_mod_3	The Summer months of 1850 are when Karl Ferdinand Braun was born.	C
0	IA1	T536	Denver City and County were consolidated a few years after the turn of the 20th century.	E	T536_mod_6	Denver City and County were consolidated a few years after the turn of the 20th century.	C
0	IA0	T1659	The movie Jungle had music written by one person.	E	T1659_mod_6	The movie Jungle had music written by one person.	C
0	IA0	T1446	Jennifer  Aniston was at least 17 when she began her professional career.	E	T1446_mod_6	Jennifer  Aniston was at least 17 when she began her professional career.	C
0	IA0	T1696	Jethro Tull were founded in North America twenty years ago.	C	T1696_mod_5	Jethro Tull were founded in North America twenty years ago.	E
0	IA0	T1444	Kasabian has only worked with smaller independent labels.	C	T1444_mod_6	Kasabian has only worked with smaller independent labels.	E
0	IA1	T1788	Issa Album was released in the summer of 2017.	E	T1788_mod_4	Issa Album was released in the summer of 2017.	C
0	IA0	T319	The Czech Republic has more catholics than Moravians.	E	T319_mod_6	The Czech Republic has more catholics than Moravians.	C
0	IA0	T1788	Issa Album runs for over an hour.	C	T1788_mod_5	Issa Album runs for over an hour.	E
0	IA1	T1047	Changsha's prefecture density is lower than its urban density.	E	T1047_mod_5	Changsha's prefecture density is lower than its urban density.	C
0	IA1	T1788	Issa Album is over an hour long.	C	T1788_mod_6	Issa Album is over an hour long.	E
0	IA0	T274	Fawad Khan has been performing music for over twenty years.	C	T274_mod_6	Fawad Khan has been performing music for over twenty years.	E
0	IA0	T1917	Republic of Iraq is in Federal parliamentary republic	E	T1917_mod_5	Republic of Iraq is in Federal parliamentary republic	C
0	IA1	T662	Detroit, Michigan is well above sea-level.	E	T662_mod_2	Detroit, Michigan is well above sea-level.	C
0	IA1	T662	Detriot is located below sealevel.	C	T662_mod_3	Detriot is located below sealevel.	E
0	IA0	T64	The Equestrian Portrait of Charles I is kept in a museum in Paris.	C	T64_mod_6	The Equestrian Portrait of Charles I is kept in a museum in Paris.	E
0	IA0	T203	The majority of people that live in Japan are ethnically Korean.	C	T203_mod_5	The majority of people that live in Japan are ethnically Korean.	E
0	IA0	T1500	John Napier passed away when they were in their 50s.	C	T1500_mod_6	John Napier passed away when they were in their 50s.	E
0	IA0	T203	Judaism is the most popular religion in Japan.	C	T203_mod_6	Judaism is the most popular religion in Japan.	E
0	IA0	T1784	Interior is a watercolor painting.	C	T1784_mod_6	Interior is a watercolor painting.	E
0	IA0	T306	Europe is a Pop French band that recorded with Universal.	C	T306_mod_4	Europe is a Pop French band that recorded with Universal.	E
0	IA0	T729	David Byrne is a Scottish-American musician.	E	T729_mod_4	David Byrne is a Scottish-American musician.	C
0	IA1	T1502	Karl Ferdinand Braun attended more than one university.	E	T1502_mod_4	Karl Ferdinand Braun attended more than one university.	C
0	IA1	T306	Europe has been active nonstop for the past forty years.	C	T306_mod_5	Europe has been active nonstop for the past forty years.	E
0	IA1	T17	Bryce Dallas Howard was born on the west coast of the USA.	E	T17_mod_5	Bryce Dallas Howard was born on the west coast of the USA.	C
0	IA0	T348	RCA Record lable is an american record lable owned by Sony music	E	T348_mod_4	RCA Record lable is an american record lable owned by Sony music	C
0	IA1	T146	Jeff Bridges has been active in his career for less than 60 years.	C	T146_mod_5	Jeff Bridges has been active in his career for less than 60 years.	E
0	IA1	T408	Karen Gillan is the aunt of Caitlin Blackwood.	C	T408_mod_5	Karen Gillan is the aunt of Caitlin Blackwood.	E
0	IA1	T1406	Kazakh Khanate was a territory ruled by a monarch.	E	T1406_mod_6	Kazakh Khanate was a territory ruled by a monarch.	C
0	IA0	T702	There are over two dozen wards in the city of London.	E	T702_mod_5	There are over two dozen wards in the city of London.	C
0	IA0	T738	The Cockerel FabergŽ egg displays over 10 different materials used.	C	T738_mod_5	The Cockerel FabergŽ egg displays over 10 different materials used.	E
0	IA1	T1545	Jim Mattis is still currently active in the Marine Corps.	C	T1545_mod_6	Jim Mattis is still currently active in the Marine Corps.	E
0	IA1	T435	Children of Bodom has a short history of playing music.	C	T435_mod_6	Children of Bodom has a short history of playing music.	E
0	IA0	T1436	Kate Micucci's Birthday falls on the last day of the month.	E	T1436_mod_5	Kate Micucci's Birthday falls on the last day of the month.	C
0	IA0	T729	David Byrne started his music career in his mid-twenties.	C	T729_mod_5	David Byrne started his music career in his mid-twenties.	E
0	IA1	T1436	Kate Micucci has had a career for more than two decades.	C	T1436_mod_6	Kate Micucci has had a career for more than two decades.	E
0	IA0	T1464	John James Rickard Macleod, FRS was born early in the 19th century.	C	T1464_mod_5	John James Rickard Macleod, FRS was born early in the 19th century.	E
0	IA0	T1464	John James Rickard Macleod died in a country outside of where he was born.	C	T1464_mod_6	John James Rickard Macleod died in a country outside of where he was born.	E
0	IA0	T1562	Jun-ichi Nishizawa received the Edison Medal posthumously after death.	C	T1562_mod_5	Jun-ichi Nishizawa received the Edison Medal posthumously after death.	E
0	IA0	T1696	Jethro Tull has made music in six different decades.	C	T1696_mod_6	Jethro Tull has made music in six different decades.	E
0	IA1	T793	Colin Farrell is an Irish actor and singer with multiple children.	E	T793_mod_5	Colin Farrell is an Irish actor and singer with multiple children.	C
0	IA1	T308	K?lm?n Tihanyi was an ignorant person.	C	T308_mod_4	K?lm?n Tihanyi was an ignorant person.	E
0	IA0	T408	Karen Gillan works in front of and behind the screen in the entertainment industry.	E	T408_mod_6	Karen Gillan works in front of and behind the screen in the entertainment industry.	C
0	IA0	T1618	Jupiter and lo, an oil painting at the Kunsthistorisches Museum, is a work from the 16th century.	E	T1618_mod_6	Jupiter and lo, an oil painting at the Kunsthistorisches Museum, is a work from the 16th century.	C
0	IA0	T458	The game Contract bridge uses the joker card.	C	T458_mod_5	The game Contract bridge uses the joker card.	E
0	IA0	T1390	Cape Cross is a stallion sharing a history with Ahonoora and Green Desert.	E	T1390_mod_5	Cape Cross is a stallion sharing a history with Ahonoora and Green Desert.	C
0	IA0	T372	Florence Annie Bridgwood's last marriage was ended by her suicide.	C	T372_mod_6	Florence Annie Bridgwood's last marriage was ended by her suicide.	E
0	IA1	T557	Club has never changed their recipe for the drink.	C	T557_mod_4	Club has never changed their recipe for the drink.	E
0	IA1	T1598	Judy was a dog and mascot of the Royal Navy.	E	T1598_mod_5	Judy was a dog and mascot of the Royal Navy.	C
0	IA0	T778	Crystal Head Vodka originated north of the U.S.	E	T778_mod_5	Crystal Head Vodka originated north of the U.S.	C
0	IA0	T272	Chet Baker was active since his teenage years.	C	T272_mod_6	Chet Baker was active since his teenage years.	E
0	IA1	T831	Union of the Comoros went under French rule in the early 1800's.	C	T831_mod_4	Union of the Comoros went under French rule in the early 1800's.	E
0	IA1	T422	Jerry Lee Lewis is a rock and roll singer from Louisiana.	E	T422_mod_5	Jerry Lee Lewis is a rock and roll singer from Louisiana.	C
0	IA0	T793	Colin James Farrell moved to a different country.	E	T793_mod_6	Colin James Farrell moved to a different country.	C
0	IA0	T831	Union of the Comoros is a territory discovered by the Portuguese in the 1500's.	E	T831_mod_5	Union of the Comoros is a territory discovered by the Portuguese in the 1500's.	C
0	IA1	T1287	American Automobile Association is a century old Not-for-profit organization committed to automobile safety.	E	T1287_mod_5	American Automobile Association is a century old Not-for-profit organization committed to automobile safety.	C
0	IA1	T1600	K?roly Zipernowsky was over one hundred years old when he died.	C	T1600_mod_6	K?roly Zipernowsky was over one hundred years old when he died.	E
0	IA0	T1677	Johannes Gutenberg lived during the rule of the Holy Roman Empire.	E	T1677_mod_5	Johannes Gutenberg lived during the rule of the Holy Roman Empire.	C
0	IA1	T1241	Atari 2600 also known as Atari VCS is manufactured Atari, Inc. is a second generation home video game console.	E	T1241_mod_6	Atari 2600 also known as Atari VCS is manufactured Atari, Inc. is a second generation home video game console.	C
0	IA1	T306	Europe has had a long career in the Hard Rock business.	E	T306_mod_6	Europe has had a long career in the Hard Rock business.	C
0	IA0	T791	The suspects of Club Colectiv all work in private sector.	C	T791_mod_5	The suspects of Club Colectiv all work in private sector.	E
0	IA0	T596	Ciara has been active since her twenties.	C	T596_mod_5	Ciara has been active since her twenties.	E
0	IA0	T1017	Casablanca is an original story and screenplay.	C	T1017_mod_5	Casablanca is an original story and screenplay.	E
0	IA0	T581	Cracovia is a type of Polish vodka.	E	T581_mod_4	Cracovia is a type of Polish vodka.	C
0	IA0	T1212	Glacier National Park is over a million acres and more than a century old.	E	T1212_mod_6	Glacier National Park is over a million acres and more than a century old.	C
0	IA0	T1882	Jack of Fables published weekly for six years.	C	T1882_mod_6	Jack of Fables published weekly for six years.	E
0	IA0	T840	A band from the southern hemisphere has never worked in the gothic rock genre.	C	T840_mod_6	A band from the southern hemisphere has never worked in the gothic rock genre.	E
0	IA0	T1730	Jon Hamm is a middle-aged actor.	E	T1730_mod_4	Jon Hamm is a middle-aged actor.	C
0	IA1	T688	Dennis Gabor received his education outside of his home country.	C	T688_mod_5	Dennis Gabor received his education outside of his home country.	E
0	IA1	T1665	Julian Assange became active after he got married.	C	T1665_mod_4	Julian Assange became active after he got married.	E
0	IA1	T680	CKY is an American rock band that still performs to this day.	E	T680_mod_5	CKY is an American rock band that still performs to this day.	C
0	IA1	T811	Collision Course was recorded and released all within the same year.	E	T811_mod_4	Collision Course was recorded and released all within the same year.	C
0	IA0	T828	Common has been making hip hop music since the late 90's.	C	T828_mod_6	Common has been making hip hop music since the late 90's.	E
0	IA1	T778	Crystal Head Vodka was introduced in a different country from where it originated.	E	T778_mod_6	Crystal Head Vodka was introduced in a different country from where it originated.	C
0	IA1	T581	Cracovia is polish alcohol.	E	T581_mod_5	Cracovia is polish alcohol.	C
0	IA1	T1473	Jimson Weed is by a female artist and currently in Indiana.	E	T1473_mod_6	Jimson Weed is by a female artist and currently in Indiana.	C
0	IA0	T1665	Julian Assange attended three universities in his home country.	E	T1665_mod_5	Julian Assange attended three universities in his home country.	C
0	IA0	T2032	Republic of Indonesia is a multi-ethnic and multi-lingual country.	E	T2032_mod_6	Republic of Indonesia is a multi-ethnic and multi-lingual country.	C
0	IA1	T1518	Jurassic Park was not profitable for the film studio.	C	T1518_mod_6	Jurassic Park was not profitable for the film studio.	E
0	IA0	T1665	Julian Assange resides in a country in which he is a citizen of.	C	T1665_mod_6	Julian Assange resides in a country in which he is a citizen of.	E
0	IA0	T557	Club is an Irish beverage.	E	T557_mod_5	Club is an Irish beverage.	C
0	IA1	T1503	Jim Belushi began acting when they were 10.	C	T1503_mod_6	Jim Belushi began acting when they were 10.	E
0	IA1	T310	Christ Church was founded by groups of English Settlers and Mission spreaders.	E	T310_mod_5	Christ Church was founded by groups of English Settlers and Mission spreaders.	C
0	IA1	T805	Culture was released more than three weeks after it was recorded.	E	T805_mod_4	Culture was released more than three weeks after it was recorded.	C
0	IA1	T1730	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	C	T1730_mod_5	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	E
0	IA1	T1580	Kate Hudson has been acting since she was 17	E	T1580_mod_5	Kate Hudson has been acting since she was 17	C
0	IA0	T544	Despicable Me 3 was not a box office success compared to it's original budget.	C	T544_mod_6	Despicable Me 3 was not a box office success compared to it's original budget.	E
0	IA1	T1918	Hypatia is in Eygpt.	E	T1918_mod_5	Hypatia is in Eygpt.	C
0	IA1	T688	Dennis Gabor's wife outlived him by two years.	E	T688_mod_6	Dennis Gabor's wife outlived him by two years.	C
0	IA0	T382	Jeff Hardy married before his debut.	C	T382_mod_5	Jeff Hardy married before his debut.	E
0	IA0	T829	The Commonwealth of the Phiippines is a territory of the United States with a capital city of Manila.	E	T829_mod_6	The Commonwealth of the Phiippines is a territory of the United States with a capital city of Manila.	C
0	IA1	T1592	Joy is an American movie starring well-known American actors.	E	T1592_mod_6	Joy is an American movie starring well-known American actors.	C
0	IA0	T1819	Hugo is a multi-national film starring well-known Hollywood actors.	E	T1819_mod_6	Hugo is a multi-national film starring well-known Hollywood actors.	C
0	IA0	T1390	Cape Cross' color is the same as its sire's name.	C	T1390_mod_6	Cape Cross' color is the same as its sire's name.	E
0	IA1	T845	The Segway was not invented by someone born in America.	C	T845_mod_5	The Segway was not invented by someone born in America.	E
0	IA0	T596	Ciara has been a professional R&B since 1971.	C	T596_mod_6	Ciara has been a professional R&B since 1971.	E
0	IA0	T1267	Brandon Richard Flowers has been active since his teens.	C	T1267_mod_5	Brandon Richard Flowers has been active since his teens.	E
0	IA0	T729	David Byrne is a Scottish musician from Dunbartonshire.	E	T729_mod_6	David Byrne is a Scottish musician from Dunbartonshire.	C
0	IA1	T1267	Brandon Richard Flowers is an American musician.	E	T1267_mod_6	Brandon Richard Flowers is an American musician.	C
0	IA1	T1449	Kareem Abdul-Jabbar was drafted in his freshman year of college.	C	T1449_mod_6	Kareem Abdul-Jabbar was drafted in his freshman year of college.	E
0	IA0	T557	Club is an orange juice	C	T557_mod_6	Club is an orange juice	E
